"Cluster","RAJ2000","DEJ2000","GLON","GLAT","r50","Nstars","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","plx","s_plx","e_plx","d05","d16","dmode","d84","d95","dmode+01","dmode-01","X","Y","Z","Rgc"
"Pismis_17",165.377,-59.873,289.539,0.109,0.05,33,-6.938,0.097,0.017,2.333,0.085,0.015,0.366,0.022,0.005,2488.6,2507.4,2534.6,2563.6,2584.0,2021.9,3395.6,847.7,-2388.6,4.8,7863.9
"Pismis_18",204.227,-62.091,308.226,0.313,0.048,261,-5.658,0.105,0.007,-2.286,0.105,0.008,0.332,0.052,0.004,2740.4,2752.4,2768.6,2784.7,2796.7,2168.1,3829.1,1713.0,-2174.9,15.1,6974.7
"Pismis_19",217.666,-60.889,314.71,-0.307,0.035,453,-5.46,0.142,0.007,-3.247,0.21,0.011,0.255,0.086,0.004,3458.2,3484.0,3516.2,3554.9,3580.7,2603.0,5424.3,2473.7,-2498.9,-18.8,6376.4
"Pismis_2",124.477,-41.674,258.858,-3.341,0.026,206,-4.756,0.182,0.016,5.325,0.177,0.018,0.221,0.094,0.007,3875.2,3924.5,4000.8,4081.6,4135.4,2857.8,6670.4,-771.8,-3918.7,-233.2,9918.7
"Pismis_20",228.848,-59.073,320.514,-1.206,0.046,116,-3.831,0.1,0.013,-2.911,0.138,0.012,0.291,0.054,0.005,3064.2,3090.9,3127.4,3166.3,3193.0,2382.6,4549.2,2413.1,-1988.2,-65.8,6251.5
"Pismis_21",229.199,-59.659,320.358,-1.799,0.04,113,-4.143,0.108,0.011,-3.761,0.125,0.012,0.29,0.05,0.005,3078.9,3101.0,3135.3,3169.6,3194.2,2387.1,4566.2,2413.1,-1999.3,-98.4,6255.0
"Pismis_22",243.552,-51.869,331.473,-0.605,0.026,63,-3.882,0.156,0.025,-4.263,0.137,0.017,0.102,0.103,0.012,6873.1,7162.0,7651.0,8228.8,8651.1,4339.8,32769.0,6721.7,-3653.7,-80.8,3996.1
"Pismis_23",245.99,-48.891,334.668,0.431,0.011,77,-2.679,0.25,0.038,-3.209,0.224,0.029,0.166,0.152,0.017,4683.7,4851.0,5132.4,5436.6,5664.8,3390.0,10549.0,4638.7,-2195.9,38.6,4303.6
"Pismis_27",92.719,20.617,190.067,0.797,0.051,40,-0.14,0.256,0.048,-1.994,0.166,0.03,0.504,0.051,0.01,1837.0,1853.0,1876.4,1900.8,1917.7,1580.5,2310.0,-1847.3,-328.0,26.1,10192.6
"Pismis_3",127.834,-38.64,257.853,0.503,0.113,1047,-4.809,0.153,0.005,6.645,0.186,0.006,0.403,0.069,0.002,2301.1,2307.9,2316.1,2324.3,2331.1,1880.6,3014.0,-487.3,-2264.1,20.3,9113.1
"Pismis_4",128.79,-44.407,262.916,-2.353,0.291,113,-8.236,0.166,0.021,5.337,0.145,0.018,1.414,0.04,0.004,690.9,691.7,692.8,694.0,694.9,647.9,744.4,-85.4,-687.0,-28.4,8453.3
"Pismis_5",129.407,-39.603,259.355,0.905,0.124,92,-5.494,0.224,0.025,4.275,0.163,0.026,1.026,0.067,0.008,942.0,944.4,947.6,950.9,953.3,865.6,1046.8,-175.0,-931.2,15.0,8565.8
"Pismis_7",130.287,-38.699,259.053,1.997,0.034,120,-3.312,0.094,0.01,2.793,0.113,0.013,0.15,0.055,0.005,5389.6,5465.4,5571.5,5692.8,5768.6,3578.4,12609.0,-1057.4,-5466.8,194.1,10871.8
"Pismis_8",130.407,-46.272,265.089,-2.578,0.034,54,-5.757,0.128,0.019,4.945,0.098,0.014,0.517,0.049,0.007,1810.6,1819.3,1832.2,1846.0,1855.5,1548.5,2243.1,-156.7,-1823.6,-82.4,8690.2
"Pismis_Moreno_1",334.695,63.251,106.713,5.293,0.075,63,-2.301,0.335,0.046,-2.251,0.3,0.046,1.051,0.079,0.012,920.1,922.4,926.1,929.5,932.1,847.6,1020.6,-265.2,883.2,85.4,8650.4
"Platais_10",205.22,-59.271,309.22,2.996,0.485,21,-30.591,0.475,0.102,-10.215,0.419,0.076,4.158,0.099,0.022,238.1,238.4,238.8,239.3,239.6,233.3,244.7,150.8,-184.8,12.5,8191.3
"Platais_3",69.976,71.28,139.221,16.068,1.723,90,3.616,1.275,0.126,-20.931,0.626,0.07,5.62,0.165,0.017,176.8,176.9,177.0,177.1,177.2,174.0,180.2,-128.8,111.1,49.0,8469.6
"Platais_8",136.718,-58.685,277.121,-7.576,2.716,211,-15.596,1.26,0.088,14.474,1.164,0.081,7.415,0.278,0.019,134.3,134.3,134.3,134.4,134.4,132.6,136.2,16.5,-132.1,-17.7,8324.5
"Platais_9",139.241,-43.862,267.362,3.707,1.595,128,-24.705,1.086,0.112,13.333,0.583,0.057,5.463,0.239,0.026,181.8,181.9,181.9,181.9,181.9,178.7,185.3,-8.4,-181.4,11.8,8350.3
"Pozzo_1",122.374,-47.335,262.798,-7.691,0.625,390,-6.516,0.27,0.015,9.53,0.391,0.019,2.853,0.102,0.005,346.6,346.7,346.9,347.2,347.3,335.3,359.4,-43.1,-341.1,-46.4,8390.0
"RSG_1",75.508,37.475,167.817,-2.699,0.621,99,0.77,0.34,0.035,-12.33,0.316,0.03,3.001,0.087,0.01,329.1,329.5,330.0,330.5,330.8,319.5,341.3,-322.2,69.6,-15.5,8662.5
"RSG_5",303.482,45.574,81.719,6.098,0.867,173,3.573,0.277,0.023,1.605,0.308,0.026,2.945,0.102,0.008,335.8,335.9,336.2,336.5,336.7,325.3,347.9,48.2,330.8,35.7,8298.4
"RSG_7",344.19,59.363,108.781,-0.32,0.826,133,4.927,0.428,0.035,-1.865,0.699,0.047,2.337,0.095,0.008,421.8,422.1,422.6,423.1,423.5,405.5,441.3,-136.1,400.1,-2.4,8485.5
"RSG_8",344.983,59.371,109.15,-0.484,1.015,211,5.343,0.483,0.03,-1.654,0.539,0.03,2.21,0.204,0.012,446.0,446.2,446.7,447.1,447.4,427.6,467.6,-146.5,422.0,-3.8,8497.0
"Riddle_4",31.862,60.26,132.23,-1.232,0.037,53,-0.757,0.095,0.013,-0.451,0.126,0.016,0.339,0.06,0.008,2661.9,2684.2,2719.4,2754.7,2778.8,2138.2,3734.5,-1827.3,2013.2,-58.5,10364.7
"Roslund_2",296.261,23.977,60.205,-0.182,0.16,134,-1.741,0.092,0.009,-5.115,0.107,0.01,0.463,0.038,0.003,2013.6,2021.1,2031.8,2042.5,2049.9,1688.7,2549.9,1009.6,1763.2,-6.5,7539.5
"Roslund_3",299.695,20.509,58.843,-4.685,0.081,112,-0.386,0.086,0.01,-5.108,0.092,0.011,0.585,0.045,0.005,1617.1,1622.0,1629.0,1636.7,1641.6,1400.8,1946.1,840.0,1389.4,-133.0,7627.6
"Roslund_4",301.199,29.196,66.954,-1.262,0.061,50,-2.166,0.261,0.035,-5.057,0.155,0.035,0.423,0.092,0.013,2173.6,2188.3,2211.6,2234.8,2250.8,1811.3,2838.9,865.6,2034.6,-48.7,7746.4
"Roslund_5",302.641,33.751,71.451,0.166,0.378,164,1.981,0.216,0.023,-1.164,0.147,0.013,1.831,0.06,0.005,536.6,537.0,537.7,538.2,538.7,510.2,568.2,171.0,509.7,1.6,8184.8
"Roslund_6",307.185,39.798,78.495,0.585,1.004,249,5.875,0.34,0.022,2.155,0.274,0.018,2.809,0.076,0.006,351.9,352.1,352.3,352.5,352.7,340.3,365.2,70.3,345.2,3.6,8276.9
"Roslund_7",313.196,37.847,79.817,-4.312,0.46,151,1.729,0.087,0.009,-0.36,0.105,0.01,0.78,0.037,0.003,1231.4,1233.9,1236.7,1240.0,1242.0,1100.6,1411.3,218.0,1213.8,-93.0,8212.2
"Ruprecht_1",99.084,-14.157,223.96,-9.692,0.126,129,-0.316,0.098,0.012,-0.9,0.103,0.01,0.631,0.04,0.004,1502.3,1507.1,1514.2,1521.3,1526.7,1315.1,1784.3,-1074.4,-1036.1,-254.9,9471.2
"Ruprecht_10",106.626,-20.125,232.571,-5.854,0.047,30,-0.849,0.074,0.016,0.564,0.105,0.018,0.435,0.043,0.008,2106.6,2125.5,2153.1,2182.0,2202.1,1771.5,2744.1,-1301.8,-1700.9,-219.6,9790.7
"Ruprecht_100",181.52,-62.624,297.745,-0.21,0.047,67,-8.255,0.067,0.008,0.898,0.057,0.008,0.253,0.037,0.004,3478.2,3509.8,3550.9,3598.4,3630.0,2620.5,5505.6,1653.1,-3142.7,-13.0,7388.6
"Ruprecht_101",182.398,-62.995,298.203,-0.508,0.083,308,-9.521,0.1,0.007,0.479,0.089,0.005,0.272,0.044,0.003,3285.8,3299.4,3318.5,3337.6,3354.0,2491.9,4971.1,1568.2,-2924.4,-29.4,7376.3
"Ruprecht_102",183.393,-62.719,298.609,-0.166,0.032,51,-4.109,0.104,0.017,0.293,0.099,0.015,0.305,0.053,0.008,2927.5,2955.4,2997.2,3039.0,3069.2,2305.9,4280.5,1435.1,-2631.2,-8.7,7389.2
"Ruprecht_105",188.694,-61.592,300.951,1.215,0.106,54,-5.986,0.063,0.008,-0.001,0.069,0.009,0.46,0.026,0.004,2023.1,2032.7,2046.7,2059.6,2069.2,1699.0,2573.3,1052.4,-1754.8,43.4,7495.9
"Ruprecht_107",199.937,-64.944,305.925,-2.237,0.033,62,-5.845,0.047,0.01,-1.622,0.09,0.01,0.237,0.051,0.006,3642.7,3687.0,3755.2,3823.4,3871.2,2728.9,6015.9,2201.6,-3038.6,-146.6,6849.3
"Ruprecht_108",203.002,-58.509,308.223,3.945,0.106,44,-9.025,0.178,0.036,-2.323,0.155,0.027,0.977,0.059,0.01,985.4,989.0,994.2,999.3,1003.0,904.3,1103.9,613.7,-779.2,68.4,7765.5
"Ruprecht_111",219.01,-59.975,315.672,0.284,0.089,146,-7.214,0.114,0.01,-6.113,0.093,0.01,0.666,0.042,0.004,1430.6,1434.4,1439.2,1444.1,1447.4,1258.2,1681.2,1029.6,-1005.7,7.1,7379.3
"Ruprecht_112",224.256,-62.56,316.844,-3.13,0.113,424,-4.421,0.089,0.005,-4.23,0.095,0.006,0.322,0.05,0.003,2826.6,2834.8,2849.2,2861.5,2871.8,2217.5,3984.2,2075.4,-1945.9,-155.6,6559.9
"Ruprecht_115",243.215,-52.393,330.963,-0.844,0.052,122,-4.333,0.128,0.012,-4.546,0.102,0.012,0.366,0.054,0.005,2485.7,2503.7,2529.9,2556.1,2574.1,2019.1,3386.7,2211.7,-1227.8,-37.2,6250.1
"Ruprecht_117",245.888,-51.879,332.496,-1.621,0.056,100,-0.474,0.09,0.01,-2.234,0.071,0.011,0.276,0.037,0.004,3211.1,3236.3,3275.5,3317.5,3345.5,2467.1,4871.9,2904.1,-1512.0,-92.7,5642.2
"Ruprecht_119",247.039,-51.5,333.265,-1.869,0.094,112,-1.3,0.089,0.009,-3.413,0.102,0.01,0.433,0.05,0.005,2135.0,2146.8,2163.3,2181.0,2192.8,1778.7,2761.9,1931.0,-972.7,-70.6,6482.4
"Ruprecht_121",250.436,-46.159,338.712,0.094,0.101,396,-1.073,0.137,0.007,-2.569,0.116,0.006,0.462,0.041,0.002,2022.3,2027.7,2036.2,2044.8,2051.2,1691.8,2556.9,1897.3,-739.3,3.3,6485.0
"Ruprecht_126",263.783,-34.306,354.265,-0.958,0.051,91,-0.457,0.133,0.014,-3.295,0.099,0.011,0.244,0.054,0.006,3547.8,3590.5,3654.6,3722.2,3768.4,2678.1,5760.0,3635.8,-365.2,-61.1,4718.4
"Ruprecht_127",264.462,-36.309,352.872,-2.502,0.061,78,-0.297,0.097,0.014,-2.266,0.085,0.01,0.385,0.05,0.006,2369.4,2386.8,2414.4,2440.6,2459.5,1945.1,3182.1,2393.5,-299.3,-105.4,5954.0
"Ruprecht_128",266.063,-34.879,354.777,-2.853,0.057,197,1.889,0.169,0.015,-1.262,0.137,0.012,0.498,0.07,0.005,1875.7,1884.3,1898.5,1911.8,1922.2,1595.5,2343.6,1888.3,-172.6,-94.5,6454.0
"Ruprecht_130",266.9,-30.098,359.231,-0.971,0.037,54,0.477,0.116,0.018,-1.795,0.102,0.016,0.389,0.041,0.007,2315.6,2345.9,2394.1,2443.7,2479.5,1931.5,3147.3,2393.6,-32.1,-40.6,5946.5
"Ruprecht_134",268.184,-29.537,0.284,-1.64,0.055,118,-1.653,0.085,0.009,-2.432,0.1,0.009,0.391,0.057,0.005,2327.0,2347.5,2379.6,2411.8,2435.2,1922.2,3122.9,2378.6,11.8,-68.1,5961.4
"Ruprecht_135",269.511,-11.646,16.405,6.269,0.072,56,1.42,0.121,0.023,-1.415,0.073,0.016,0.901,0.047,0.006,1062.6,1067.8,1075.1,1083.0,1087.8,970.7,1204.9,1025.1,301.8,117.4,7321.1
"Ruprecht_138",269.984,-24.665,5.302,-0.576,0.057,121,0.248,0.104,0.011,-1.147,0.101,0.012,0.369,0.049,0.004,2473.8,2488.9,2514.0,2539.2,2557.7,2008.8,3358.8,2503.2,232.3,-25.3,5841.5
"Ruprecht_143",278.174,-12.148,20.002,-1.426,0.045,106,0.722,0.114,0.013,-1.086,0.103,0.013,0.323,0.059,0.006,2773.9,2800.9,2842.4,2886.0,2915.1,2213.2,3971.5,2670.1,971.9,-70.7,5752.6
"Ruprecht_144",278.437,-11.425,20.762,-1.321,0.15,58,0.142,0.125,0.032,-0.876,0.097,0.022,0.555,0.05,0.007,1679.1,1691.4,1711.7,1731.2,1745.0,1461.3,2064.4,1600.1,606.6,-39.5,6767.1
"Ruprecht_145",282.636,-18.27,16.464,-8.027,0.33,229,8.329,0.321,0.023,-4.08,0.282,0.019,1.651,0.069,0.005,593.2,594.1,595.2,596.3,597.1,561.7,632.8,565.2,167.0,-83.1,7776.6
"Ruprecht_147",289.087,-16.333,20.93,-12.76,0.652,174,-0.939,0.445,0.036,-26.576,0.581,0.049,3.25,0.103,0.009,304.5,304.7,305.0,305.3,305.5,296.0,314.6,277.8,106.3,-67.4,8062.9
"Ruprecht_148",71.638,44.711,160.359,-0.403,0.043,45,-0.153,0.084,0.023,-1.076,0.081,0.015,0.26,0.049,0.007,3338.0,3386.1,3461.1,3542.2,3599.3,2571.3,5292.6,-3259.7,1163.4,-24.4,11657.9
"Ruprecht_151",115.315,-16.279,233.079,3.236,0.113,41,-4.272,0.158,0.033,3.242,0.171,0.04,0.867,0.056,0.008,1104.3,1108.8,1115.6,1122.1,1126.7,1003.7,1255.7,-669.1,-890.5,63.0,9053.0
"Ruprecht_16",110.798,-19.48,233.811,-2.074,0.071,62,-2.174,0.085,0.013,2.501,0.095,0.012,0.304,0.045,0.007,2929.0,2957.9,3001.4,3049.7,3081.1,2309.7,4289.0,-1771.0,-2420.8,-108.6,10396.8
"Ruprecht_161",152.4,-61.259,284.698,-4.255,0.377,83,-10.391,0.122,0.023,3.742,0.196,0.025,1.086,0.036,0.004,893.2,894.9,897.3,899.8,901.5,823.4,985.7,227.0,-865.5,-66.6,8159.0
"Ruprecht_164",172.616,-60.752,293.198,0.58,0.044,159,-6.83,0.096,0.01,1.321,0.094,0.008,0.194,0.04,0.003,4391.9,4426.3,4475.4,4529.5,4568.8,3092.1,8112.3,1762.9,-4113.4,45.3,7757.5
"Ruprecht_167",215.15,-58.858,314.252,2.04,0.179,89,-8.205,0.125,0.014,-4.838,0.112,0.014,0.613,0.047,0.005,1542.0,1547.8,1556.9,1566.0,1573.2,1347.1,1844.2,1085.8,-1114.5,55.4,7339.4
"Ruprecht_170",276.335,-9.995,21.071,1.172,0.071,96,0.452,0.127,0.016,-0.132,0.191,0.02,0.463,0.058,0.006,2003.3,2015.4,2033.1,2050.7,2063.9,1689.5,2552.1,1896.7,730.8,41.6,6484.6
"Ruprecht_171",278.012,-16.062,16.452,-3.089,0.113,739,7.677,0.187,0.008,1.091,0.165,0.008,0.62,0.066,0.003,1534.3,1536.7,1540.4,1544.1,1547.2,1334.8,1820.9,1475.2,435.6,-83.0,6878.6
"Ruprecht_172",302.888,35.603,73.112,1.01,0.041,96,-2.034,0.092,0.009,-3.668,0.091,0.01,0.259,0.048,0.005,3410.0,3435.4,3473.4,3508.3,3533.7,2577.7,5315.6,1008.9,3323.1,61.2,8049.1
"Ruprecht_174",310.856,37.031,78.012,-3.377,0.066,94,-3.154,0.084,0.013,-4.675,0.097,0.012,0.398,0.045,0.005,2316.7,2327.6,2343.9,2360.2,2371.1,1899.1,3062.6,486.0,2288.8,-138.1,8180.7
"Ruprecht_176",243.676,-51.332,331.899,-0.269,0.039,130,-2.644,0.13,0.016,-2.984,0.078,0.009,0.335,0.07,0.006,2700.5,2719.3,2749.3,2777.5,2798.2,2155.6,3790.7,2425.2,-1295.0,-12.9,6054.9
"Ruprecht_18",111.16,-26.213,239.923,-4.942,0.085,229,-0.487,0.08,0.007,1.127,0.102,0.008,0.364,0.044,0.003,2522.8,2531.0,2544.1,2557.2,2567.0,2028.2,3411.8,-1270.2,-2193.4,-219.2,9857.4
"Ruprecht_19",111.48,-21.844,236.198,-2.627,0.134,51,-2.605,0.058,0.012,3.841,0.092,0.013,0.679,0.042,0.006,1398.0,1404.1,1413.2,1421.9,1428.0,1238.0,1645.6,-785.4,-1173.1,-64.8,9200.5
"Ruprecht_23",112.665,-23.383,238.074,-2.399,0.086,127,-2.078,0.09,0.009,1.56,0.098,0.01,0.341,0.045,0.005,2660.5,2677.6,2702.3,2728.9,2745.9,2127.3,3703.4,-1427.8,-2291.5,-113.1,10033.0
"Ruprecht_24",112.964,-12.785,228.913,2.944,0.051,14,-0.781,0.044,0.011,0.462,0.036,0.009,0.483,0.027,0.008,1906.4,1925.8,1954.9,1985.1,2005.5,1635.4,2429.7,-1283.1,-1471.5,100.4,9735.0
"Ruprecht_25",114.192,-23.387,238.756,-1.174,0.015,33,-1.101,0.149,0.027,1.993,0.203,0.039,0.123,0.061,0.012,5972.9,6197.3,6567.0,6976.2,7279.9,3961.2,19144.4,-3405.5,-5613.3,-134.5,13017.9
"Ruprecht_26",114.271,-15.587,231.982,2.699,0.187,81,-3.2,0.094,0.013,0.071,0.092,0.013,0.923,0.049,0.005,1043.6,1046.3,1050.4,1054.6,1057.5,950.6,1173.7,-646.2,-826.6,49.5,9024.2
"Ruprecht_27",114.423,-26.516,241.591,-2.518,0.084,128,-1.23,0.07,0.007,0.428,0.075,0.009,0.469,0.04,0.004,1993.9,2000.2,2009.7,2019.1,2025.4,1673.3,2515.2,-955.2,-1765.9,-88.3,9461.5
"Ruprecht_28",114.9,-30.933,245.657,-4.309,0.048,133,-2.567,0.108,0.011,3.854,0.122,0.014,0.198,0.05,0.005,4283.2,4331.2,4398.5,4475.4,4523.4,3055.0,7865.8,-1807.9,-3996.1,-330.5,10906.4
"Ruprecht_29",115.279,-24.377,240.107,-0.794,0.059,37,-2.138,0.059,0.009,1.617,0.092,0.014,0.44,0.048,0.007,2092.6,2107.5,2131.6,2154.5,2170.6,1757.2,2708.7,-1062.3,-1847.8,-29.5,9582.1
"Ruprecht_32",116.3,-25.539,241.575,-0.569,0.043,17,-2.024,0.09,0.018,3.081,0.042,0.014,0.181,0.02,0.005,4532.4,4621.9,4761.9,4912.9,5024.9,3226.0,9107.7,-2266.6,-4187.6,-47.3,11403.3
"Ruprecht_33",116.445,-21.915,238.505,1.362,0.085,60,-1.384,0.069,0.009,0.058,0.068,0.01,0.417,0.051,0.007,2211.1,2224.6,2244.8,2265.0,2279.8,1833.1,2894.9,-1172.4,-1913.6,53.3,9702.9
"Ruprecht_34",116.478,-20.386,237.197,2.154,0.068,64,-2.129,0.087,0.013,1.044,0.101,0.017,0.357,0.095,0.013,2542.2,2563.8,2593.7,2625.3,2646.9,2059.9,3500.7,-1404.2,-2178.6,97.5,9984.8
"Ruprecht_35",116.548,-31.278,246.656,-3.253,0.038,50,-2.256,0.053,0.01,3.136,0.057,0.01,0.243,0.03,0.005,3595.0,3627.5,3679.5,3731.5,3770.5,2690.7,5822.4,-1455.7,-3372.9,-208.8,10360.1
"Ruprecht_36",117.096,-26.287,242.582,-0.327,0.045,71,-2.768,0.132,0.02,0.903,0.111,0.017,0.34,0.06,0.007,2654.9,2677.7,2709.2,2742.6,2765.4,2131.5,3715.2,-1247.5,-2404.9,-15.4,9884.5
"Ruprecht_37",117.452,-17.249,234.943,4.527,0.026,83,-1.7,0.126,0.014,2.417,0.101,0.014,0.195,0.091,0.01,4252.6,4334.5,4463.9,4601.9,4701.1,3087.5,8064.6,-2556.0,-3642.7,352.4,11488.8
"Ruprecht_4",102.248,-10.524,222.049,-5.315,0.037,63,-0.197,0.092,0.013,0.096,0.09,0.015,0.214,0.056,0.007,3966.5,4030.3,4123.8,4221.6,4289.7,2919.8,7017.5,-3049.1,-2750.1,-382.0,11716.4
"Ruprecht_41",118.443,-26.992,243.803,0.349,0.064,70,-2.593,0.112,0.012,3.554,0.093,0.016,0.195,0.047,0.006,4340.4,4393.0,4469.5,4550.8,4608.2,3089.9,8083.9,-1973.1,-4010.3,27.2,11065.4
"Ruprecht_42",119.407,-25.92,243.333,1.642,0.03,68,-1.911,0.12,0.019,2.191,0.126,0.019,0.121,0.076,0.009,6275.1,6433.4,6684.1,6961.2,7159.1,4005.5,20146.3,-2998.7,-5970.7,191.5,12814.6
"Ruprecht_43",119.697,-28.805,245.927,0.355,0.032,7,-2.23,0.111,0.033,3.041,0.105,0.039,0.105,0.032,0.017,6613.8,6938.5,7460.9,8096.2,8562.1,4272.3,29463.0,-3043.2,-6811.9,46.2,13265.7
"Ruprecht_44",119.708,-28.558,245.722,0.492,0.038,82,-2.381,0.069,0.01,2.935,0.063,0.008,0.152,0.037,0.004,5374.7,5441.1,5536.9,5640.1,5713.9,3564.5,12420.1,-2276.5,-5047.1,47.5,11755.1
"Ruprecht_45",119.894,-16.292,235.311,7.026,0.071,128,-2.712,0.081,0.009,2.817,0.093,0.008,0.192,0.059,0.005,4387.2,4442.6,4518.0,4603.5,4663.8,3112.3,8254.5,-2551.9,-3687.1,552.7,11499.1
"Ruprecht_47",120.57,-31.074,248.255,-0.199,0.042,65,-2.5,0.074,0.011,2.727,0.076,0.01,0.234,0.041,0.006,3713.2,3749.0,3799.2,3849.3,3885.1,2753.4,6125.3,-1407.5,-3528.8,-13.2,10366.6
"Ruprecht_48",120.681,-32.045,249.127,-0.634,0.023,77,-2.517,0.105,0.011,2.827,0.092,0.012,0.235,0.038,0.005,3704.5,3739.5,3784.9,3837.2,3872.2,2746.2,6094.0,-1348.4,-3536.3,-41.9,10313.6
"Ruprecht_50",120.872,-30.873,248.221,0.128,0.038,48,-1.726,0.067,0.015,2.352,0.073,0.015,0.414,0.035,0.006,2222.2,2236.5,2259.8,2281.9,2297.5,1843.3,2919.4,-838.4,-2098.5,5.0,9415.3
"Ruprecht_54",122.844,-31.947,250.035,0.964,0.036,91,-2.66,0.083,0.01,3.124,0.071,0.009,0.193,0.055,0.006,4359.4,4412.8,4495.4,4582.8,4645.9,3102.2,8170.4,-1534.7,-4224.6,75.6,10740.5
"Ruprecht_58",123.71,-31.938,250.432,1.582,0.046,146,-2.68,0.093,0.011,1.388,0.09,0.012,0.266,0.053,0.005,3336.2,3356.4,3385.3,3417.1,3437.3,2529.1,5117.7,-1133.4,-3188.6,93.5,9995.6
"Ruprecht_60",126.105,-47.207,264.095,-5.508,0.04,135,-3.788,0.116,0.011,5.401,0.107,0.01,0.186,0.053,0.005,4545.0,4586.4,4648.4,4710.4,4756.9,3171.9,8688.3,-476.0,-4602.4,-446.2,9945.0
"Ruprecht_61",126.327,-34.135,253.487,2.148,0.03,34,-2.556,0.203,0.029,3.866,0.185,0.041,0.271,0.08,0.014,3188.6,3243.3,3329.4,3418.0,3480.6,2497.7,4987.8,-945.7,-3189.8,124.8,9818.3
"Ruprecht_63",128.169,-48.304,265.801,-5.014,0.063,107,-2.541,0.089,0.012,3.229,0.085,0.011,0.216,0.051,0.005,4003.2,4038.7,4086.1,4141.4,4177.0,2902.2,6917.3,-298.1,-4059.6,-357.1,9544.4
"Ruprecht_66",130.142,-38.071,258.487,2.291,0.041,141,-3.115,0.086,0.008,3.085,0.089,0.008,0.222,0.049,0.004,3911.8,3944.0,3992.3,4040.5,4076.7,2853.1,6645.7,-796.2,-3908.8,159.6,9937.2
"Ruprecht_67",130.464,-43.363,262.818,-0.761,0.058,60,-4.42,0.159,0.021,3.646,0.127,0.022,0.624,0.046,0.006,1519.5,1525.0,1532.3,1540.2,1545.7,1328.7,1809.6,-191.6,-1520.1,-20.4,8665.9
"Ruprecht_68",131.147,-35.9,257.266,4.259,0.074,352,-2.619,0.111,0.007,5.61,0.127,0.01,0.301,0.058,0.004,2994.0,3008.0,3026.7,3047.7,3061.8,2323.4,4340.6,-665.3,-2944.1,224.8,9474.4
"Ruprecht_71",132.316,-46.875,266.379,-1.926,0.059,49,-5.22,0.079,0.015,4.642,0.076,0.015,0.486,0.038,0.005,1919.2,1927.9,1941.3,1954.7,1964.3,1625.8,2408.7,-122.5,-1936.3,-65.3,8681.2
"Ruprecht_75",140.486,-56.314,276.788,-4.477,0.022,55,-6.118,0.116,0.017,4.995,0.089,0.018,0.202,0.047,0.006,4220.0,4265.1,4335.3,4405.5,4455.6,3023.9,7652.5,510.9,-4291.8,-338.4,8928.3
"Ruprecht_76",141.077,-51.651,273.753,-0.916,0.057,42,-6.571,0.065,0.011,3.601,0.085,0.015,0.466,0.028,0.005,1996.1,2006.6,2021.3,2037.2,2047.7,1681.5,2533.4,132.3,-2016.7,-32.3,8451.8
"Ruprecht_77",141.821,-55.119,276.488,-3.097,0.045,23,-6.286,0.053,0.016,4.84,0.058,0.024,0.242,0.041,0.008,3517.2,3581.2,3686.6,3795.7,3878.6,2693.6,5844.5,415.9,-3657.6,-199.2,8727.5
"Ruprecht_78",142.282,-53.696,275.699,-1.883,0.036,102,-3.892,0.214,0.023,3.252,0.144,0.022,0.097,0.088,0.009,7426.0,7634.7,7955.6,8308.7,8565.5,4430.0,38880.0,789.6,-7912.0,-261.4,10936.6
"Ruprecht_79",145.259,-53.846,277.102,-0.809,0.052,178,-4.631,0.09,0.009,2.995,0.088,0.008,0.221,0.046,0.004,3944.5,3968.2,4003.7,4043.3,4070.9,2859.4,6685.0,494.9,-3972.6,-56.6,8793.6
"Ruprecht_82",146.421,-54.004,277.724,-0.484,0.063,109,-6.443,0.083,0.01,4.348,0.094,0.012,0.43,0.038,0.004,2157.8,2166.3,2177.4,2190.9,2198.3,1788.0,2783.6,292.7,-2157.6,-18.4,8331.6
"Ruprecht_83",147.307,-54.611,278.509,-0.619,0.03,103,-4.639,0.115,0.013,2.897,0.108,0.012,0.217,0.053,0.005,3950.3,3993.3,4059.8,4126.2,4173.1,2886.7,6832.4,600.7,-4014.8,-43.9,8718.7
"Ruprecht_84",147.281,-65.259,285.325,-8.825,0.06,75,-6.963,0.111,0.013,3.997,0.109,0.017,0.491,0.056,0.006,1904.2,1912.5,1924.5,1935.5,1943.8,1613.5,2382.3,502.6,-1834.1,-295.3,8049.1
"Ruprecht_85",150.36,-55.109,280.199,0.076,0.034,138,-4.443,0.116,0.012,3.241,0.113,0.01,0.169,0.058,0.005,4881.1,4945.4,5041.8,5144.7,5215.4,3351.6,10172.1,892.7,-4962.2,6.6,8949.0
"Ruprecht_91",161.964,-57.483,286.903,1.492,0.23,214,-11.179,0.132,0.015,2.421,0.149,0.014,0.927,0.048,0.003,1042.6,1044.0,1046.4,1048.4,1049.8,947.2,1168.6,304.1,-1000.8,27.2,8097.9
"Ruprecht_93",166.037,-61.372,290.444,-1.129,0.074,97,-6.411,0.095,0.01,3.104,0.074,0.008,0.436,0.028,0.003,2130.4,2137.5,2148.1,2158.7,2167.0,1768.3,2735.6,750.2,-2012.4,-42.3,7852.1
