"n_Cluster","Cluster","V","RAJ2000","DEJ2000","Rad","N","Nc","pmRAc","e_pmRAc","pmDEc","e_pmDEc","rhoc","Nf","pmRAf","e_pmRAf","pmDEf","e_pmDEf","rhof","FileName","n_FileName","ocl_left","RV","e_RV","o_RV","r_RV","ocl_right","_RA","_DE"
"nan","NGC 7128","nan",325.98749,53.715,3.0,121.0,107.0,-5.17,2.46,-4.84,0.49,0.08,14.0,14.23,10.29,-11.67,17.33,-0.34,"NGC_7128.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7142","nan",326.28751,65.775,7.0,318.0,232.0,-2.37,2.31,-1.7,0.78,-0.13,86.0,-1.58,13.06,-2.82,14.51,0.13,"NGC_7142.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7160","nan",328.41666,62.60333,3.5,75.0,48.0,-3.11,0.1,-1.31,0.55,-0.36,27.0,4.88,8.13,-4.86,8.75,0.64,"NGC_7160.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7175","V",329.69168,54.81833,17.0,2048.0,1723.0,-2.86,2.72,-4.36,1.87,0.37,325.0,-2.66,19.69,-4.98,16.04,0.04,"NGC_7175.dat","nan","ocl",-26.82,4.82,2.0,1.0,"ocl",329.69167,54.81833
"*","NGC 7193","nan",330.76248,10.80167,7.5,94.0,55.0,-1.07,5.31,-5.41,3.72,0.01,39.0,-1.2,17.69,-14.76,14.71,-0.04,"NGC_7193.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7209","nan",331.27917,46.48333,8.0,471.0,336.0,0.04,2.4,-0.16,0.99,0.53,135.0,-0.57,17.23,0.21,12.25,0.0,"NGC_7209.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7226","nan",332.60834,55.39833,2.0,83.0,55.0,-1.43,2.69,-3.41,1.24,0.21,28.0,-6.88,12.25,-2.81,28.9,-0.03,"NGC_7226.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7235","nan",333.10419,57.27,3.5,137.0,84.0,-3.57,0.56,-3.15,0.1,0.1,53.0,6.59,24.56,-0.02,23.27,0.01,"NGC_7235.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7243","nan",333.78333,49.89833,15.5,2183.0,1637.0,-0.86,2.23,-1.71,1.36,0.23,546.0,1.74,16.71,-1.54,15.26,0.02,"NGC_7243.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7245","nan",333.79584,54.34333,4.5,282.0,191.0,-1.98,3.58,-1.76,3.19,0.35,91.0,-6.25,20.93,-3.72,24.02,0.1,"NGC_7245.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7261","nan",335.02917,58.12806,4.5,200.0,158.0,-2.65,4.1,-3.37,0.86,0.31,42.0,-0.16,19.9,-6.23,17.21,0.11,"NGC_7261.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7281","nan",336.32498,57.81667,7.0,442.0,369.0,-2.13,2.56,-3.19,1.47,0.18,73.0,-0.03,16.82,-0.04,16.25,-0.05,"NGC_7281.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7296","nan",337.00418,52.32278,5.0,315.0,213.0,-3.16,1.71,-2.11,2.21,0.04,102.0,-4.13,16.44,-2.95,14.13,0.14,"NGC_7296.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 7352","nan",339.92914,57.395,5.5,263.0,203.0,0.25,2.84,-3.46,1.52,0.32,60.0,2.17,17.84,-6.1,11.8,0.13,"NGC_7352.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7380","nan",341.83749,58.13166,11.0,1020.0,833.0,-1.31,2.56,-4.46,1.6,0.08,187.0,-0.23,17.28,-6.8,14.87,0.15,"NGC_7380.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 7394","nan",342.59586,52.135,5.5,188.0,146.0,-1.41,2.73,-0.6,1.4,0.29,42.0,0.4,22.38,-1.35,12.78,0.08,"NGC_7394.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7419","nan",343.58334,60.815,3.5,136.0,91.0,-0.86,0.1,-0.12,0.35,-0.81,45.0,-3.11,7.47,-1.1,8.01,0.26,"NGC_7419.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7423","nan",343.78333,57.09666,3.5,148.0,101.0,-1.43,2.5,-4.32,1.71,0.66,47.0,-0.2,10.43,-3.7,8.45,0.16,"NGC_7423.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7429","nan",344.0,59.97334,8.0,242.0,218.0,0.22,4.19,-0.03,2.15,0.34,24.0,4.03,16.95,2.09,15.91,0.02,"NGC_7429.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 743","nan",29.65417,60.155,5.0,161.0,132.0,-1.04,0.92,-2.16,1.26,-0.01,29.0,7.97,12.65,-5.61,13.1,-0.2,"NGC_743.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7438","nan",344.34167,54.33833,5.0,189.0,156.0,-2.14,3.99,-0.67,0.93,-0.04,33.0,-9.07,21.85,-3.41,17.78,0.07,"NGC_7438.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 744","nan",29.6375,55.47334,3.5,100.0,85.0,-2.97,1.62,-2.01,1.11,-0.14,15.0,7.51,22.92,-3.21,15.13,0.2,"NGC_744.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7510","nan",347.76248,60.57,4.0,183.0,136.0,-3.59,1.36,-0.86,0.1,0.12,47.0,2.21,29.89,-3.1,35.52,-0.03,"NGC_7510.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 752","nan",29.42083,37.785,38.5,2274.0,1717.0,1.81,5.46,-3.9,4.82,-0.29,557.0,4.1,18.39,-7.56,11.63,-0.03,"NGC_752.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7654","nan",351.20001,61.59333,8.5,911.0,699.0,-0.89,2.27,-1.0,1.24,-0.01,212.0,2.63,16.55,-2.85,14.93,0.08,"NGC_7654.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7686","nan",352.52914,49.13334,9.0,347.0,238.0,-1.33,4.12,-1.58,1.53,0.09,109.0,-2.07,15.83,-3.02,10.62,0.0,"NGC_7686.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7708","nan",354.125,72.85,13.0,499.0,349.0,-2.48,3.53,-1.65,2.38,0.06,150.0,1.48,15.14,1.33,12.36,0.08,"NGC_7708.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7788","nan",359.15833,61.40056,3.0,139.0,91.0,-3.15,0.77,-1.41,0.7,-0.11,48.0,-9.61,26.3,-2.0,21.86,-0.18,"NGC_7788.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7789","nan",359.35001,56.70834,13.5,2476.0,1878.0,2.86,2.89,-0.74,1.98,0.16,598.0,2.17,19.38,1.86,19.77,-0.05,"NGC_7789.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7790","nan",359.60001,61.20834,3.5,198.0,130.0,-2.4,2.64,-1.32,0.1,0.6,68.0,3.46,19.19,-1.55,15.05,-0.03,"NGC_7790.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7795","nan",359.65417,60.035,11.5,1074.0,878.0,-0.11,2.89,0.82,2.03,0.21,196.0,-1.15,21.12,3.12,18.04,-0.12,"NGC_7795.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7801","nan",0.0875,50.74167,5.0,110.0,88.0,-3.5,3.5,-2.53,2.43,0.07,22.0,8.34,8.03,-0.14,5.79,0.18,"NGC_7801.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 7826","V",1.32083,-20.69167,11.0,59.0,41.0,7.31,12.75,-5.59,7.64,0.09,18.0,-5.22,7.52,-17.03,20.07,0.36,"NGC_7826.dat","nan","ocl",-4.62,2.39,1.0,2.0,"ocl",1.32083,-20.69167
"nan","NGC 869","nan",34.75,57.12833,10.0,1307.0,1033.0,-1.42,0.58,-0.95,0.51,0.02,274.0,3.84,17.11,-2.44,13.77,-0.01,"NGC_869.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 884","nan",35.59584,57.12583,10.1,1024.0,777.0,-2.29,0.91,-0.63,0.43,-0.15,247.0,-0.69,16.57,-2.14,12.27,-0.07,"NGC_884.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 956","nan",38.0625,44.64667,5.5,85.0,64.0,-0.86,1.9,-0.14,3.99,-0.04,21.0,0.74,16.74,0.73,12.13,-0.63,"NGC_956.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 957","nan",38.3375,57.56,6.0,261.0,175.0,-1.33,0.66,-0.14,0.1,-0.01,86.0,1.88,14.91,-1.37,15.31,-0.28,"NGC_957.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Patchick 94","nan",247.40001,-47.31055,1.65,28.0,17.0,-1.19,0.1,-1.74,4.74,0.59,11.0,-0.54,22.36,-0.86,12.73,-0.61,"Patchick_94.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pfleiderer 4","nan",357.72919,62.32083,3.0,78.0,44.0,2.84,4.65,5.67,3.93,0.04,34.0,3.81,19.66,5.21,14.23,-0.05,"Pfleiderer_4.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 1","nan",124.575,-37.1,2.5,92.0,77.0,-4.73,5.35,-0.76,3.7,-0.14,15.0,-6.04,26.07,5.11,20.93,0.09,"Pismis_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Pismis 11","nan",138.97083,-50.01667,2.0,48.0,34.0,-0.86,8.32,7.3,0.47,-0.15,14.0,8.34,15.8,-16.59,25.52,-0.92,"Pismis_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Pismis 12","nan",140.0,-45.11666,3.5,131.0,98.0,-4.4,3.69,1.65,4.1,0.02,33.0,-5.85,43.41,8.37,36.69,-0.33,"Pismis_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Pismis 14","nan",142.46251,-52.78333,1.75,35.0,23.0,-3.77,4.54,4.83,3.76,-0.41,12.0,1.11,12.44,-13.28,9.4,0.47,"Pismis_14.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Pismis 15","nan",143.6875,-48.03333,2.8,104.0,82.0,-4.67,4.31,4.9,4.36,-0.17,22.0,4.28,37.57,-4.26,40.04,-0.35,"Pismis_15.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 16","nan",147.81667,-53.16667,2.0,41.0,31.0,-2.77,2.67,0.94,1.97,-0.22,10.0,-7.66,9.85,0.81,13.05,-0.13,"Pismis_16.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 17","nan",165.27499,-59.81667,4.0,232.0,201.0,-3.89,3.39,0.59,3.69,-0.32,31.0,-1.99,17.77,-0.68,26.45,0.19,"Pismis_17.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 18","nan",204.22917,-62.09333,3.0,260.0,153.0,-2.43,3.95,-5.11,4.12,-0.09,107.0,-3.9,23.33,-7.29,23.48,-0.1,"Pismis_18.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Pismis 19","nan",217.66667,-60.88334,2.5,161.0,98.0,-2.56,0.1,-6.23,7.66,0.36,63.0,-12.71,23.94,3.08,34.31,-0.35,"Pismis_19.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Pismis 2","nan",124.47501,-41.66667,3.0,61.0,42.0,-5.72,2.44,0.89,2.92,0.19,19.0,-5.03,13.92,3.98,9.21,-0.21,"Pismis_2.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 20","nan",228.84583,-59.06667,3.0,172.0,116.0,-5.33,3.52,-5.57,4.86,0.27,56.0,-5.85,20.78,-6.34,26.05,0.22,"Pismis_20.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Pismis 21","nan",229.20416,-59.66667,3.0,159.0,100.0,-4.58,2.35,-4.45,3.16,0.39,59.0,-6.74,18.15,-0.18,28.07,0.28,"Pismis_21.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 22","nan",243.53751,-51.86666,3.0,163.0,76.0,-2.99,3.53,-3.95,2.46,-0.03,87.0,-4.42,14.24,-3.46,14.91,0.21,"Pismis_22.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Pismis 23","nan",245.99167,-48.8925,1.5,34.0,26.0,-5.39,7.55,-3.33,1.46,0.12,8.0,20.45,37.97,-10.85,24.48,0.88,"Pismis_23.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 3","nan",127.84166,-38.65,3.5,96.0,75.0,-3.42,2.29,3.82,0.21,0.04,21.0,-5.83,18.27,3.09,24.57,0.55,"Pismis_3.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 4","nan",128.65001,-44.41667,13.5,954.0,770.0,-2.68,3.35,1.27,4.26,-0.24,184.0,-1.15,22.14,-0.43,26.11,-0.16,"Pismis_4.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 5","nan",129.40833,-39.58333,7.0,85.0,71.0,-4.88,2.9,2.9,5.32,-0.46,14.0,-12.83,21.54,4.85,13.95,-0.02,"Pismis_5.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pismis 8","nan",130.4,-46.26667,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",63.4,10.0,1.0,1.0,"ocl",130.4,-46.26667
"nan","Pismis Moreno 1","nan",334.70001,63.26667,4.0,49.0,33.0,-1.61,1.75,-3.09,0.14,-0.03,16.0,4.3,14.39,2.21,9.03,0.53,"Pismis_Moreno_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Platais 1","nan",322.50833,48.97667,6.0,604.0,414.0,-2.65,2.04,-1.31,2.9,0.32,190.0,-1.13,20.29,4.17,18.12,0.03,"Platais_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Platais 10","nan",205.86667,-59.12167,163.0,336543.0,246150.0,-3.26,5.11,-4.01,3.61,-0.04,90393.0,-4.86,18.24,-4.63,17.96,0.03,"Platais_10.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Platais 11","nan",206.9875,-66.02,91.0,136078.0,97811.0,-4.12,4.29,-5.11,3.57,0.06,38267.0,-5.16,17.77,-5.27,17.84,0.04,"Platais_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Platais 12","nan",207.93333,-63.45333,61.0,53172.0,41225.0,-5.5,4.13,-5.67,3.21,0.03,11947.0,-6.93,20.42,-6.25,21.02,0.06,"Platais_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Platais 2","nan",18.45833,32.02833,169.0,26045.0,18917.0,0.57,5.82,-3.29,3.97,0.09,7128.0,6.93,18.47,-8.65,12.23,0.15,"Platais_2.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Platais 3","nan",70.40417,71.23666,109.0,25684.0,20316.0,0.89,2.77,0.01,3.62,-0.17,5368.0,2.96,13.82,-5.22,15.28,-0.16,"Platais_3.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Platais 4","nan",76.84167,22.27833,103.0,25923.0,21090.0,0.93,2.31,-2.25,2.75,-0.11,4833.0,2.44,14.34,-6.33,14.78,-0.1,"Platais_4.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Platais 5","V",92.4,-22.15167,151.0,45724.0,38104.0,0.65,3.18,1.05,4.57,-0.08,7620.0,2.09,12.93,-1.75,16.72,-0.08,"Platais_5.dat","nan","ocl",13.29,1.16,4.0,1.0,"ocl",92.4,-22.15167
"nan","Platais 6","nan",93.85833,3.845,127.0,54131.0,44547.0,-0.45,2.25,-2.6,2.7,0.04,9584.0,-0.17,16.15,-4.87,16.65,-0.07,"Platais_6.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Poole J1855+10.8","nan",283.76248,10.78917,4.0,172.0,126.0,-1.72,3.64,-3.2,4.13,0.15,46.0,-6.08,21.63,-11.7,22.79,-0.01,"Poole_J1855+10.8.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Poole J1856+10.8","nan",283.97083,10.77139,2.75,91.0,75.0,-0.9,2.25,-3.09,2.15,0.05,16.0,-2.02,12.21,-2.3,18.19,-0.06,"Poole_J1856+10.8.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Pozzo 1","nan",122.38333,-47.33667,10.0,709.0,514.0,-2.14,3.08,3.77,3.92,-0.38,195.0,-1.96,12.62,1.14,20.72,-0.02,"Pozzo_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Roslund 1","nan",296.25,17.51667,2.5,130.0,87.0,-2.91,3.07,0.28,2.09,0.05,43.0,0.49,20.36,-6.64,19.62,0.03,"Roslund_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Roslund 2","nan",296.35001,23.91667,8.0,331.0,271.0,-1.13,0.87,-4.1,0.1,0.39,60.0,-1.11,18.15,-2.26,16.09,-0.15,"Roslund_2.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Roslund 3","nan",299.67502,20.48333,3.5,181.0,153.0,-0.98,0.66,-4.74,0.1,0.47,28.0,7.66,22.06,-5.09,25.03,0.09,"Roslund_3.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Roslund 4","nan",301.22501,29.21667,3.5,93.0,80.0,-2.9,0.57,-4.91,0.49,0.37,13.0,-0.72,14.13,-5.96,23.63,-0.25,"Roslund_4.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Roslund 5","nan",302.5,33.76667,26.0,4087.0,3451.0,-1.11,3.36,-5.98,3.63,0.29,636.0,4.77,25.88,-6.97,24.39,-0.05,"Roslund_5.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Roslund 6","nan",307.20416,39.32666,13.0,446.0,350.0,-0.52,4.01,-4.17,4.14,0.35,96.0,0.13,14.08,-4.3,13.9,0.26,"Roslund_6.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Roslund 7","nan",313.03333,37.89556,11.0,697.0,540.0,-3.55,3.49,-5.75,3.57,0.33,157.0,-3.78,20.09,-5.84,18.31,0.33,"Roslund_7.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 1","nan",99.08749,-14.14694,9.0,414.0,367.0,0.49,0.1,-0.66,0.83,-0.18,47.0,-4.2,14.14,-9.71,12.91,0.03,"Ruprecht_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 100","nan",181.47083,-62.61666,4.0,379.0,265.0,-3.41,4.08,-1.19,3.76,-0.06,114.0,-8.09,25.43,-1.56,23.77,0.04,"Ruprecht_100.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 101","nan",182.40833,-62.98333,8.0,1327.0,918.0,-3.99,4.08,2.34,3.16,-0.12,409.0,-4.69,18.65,2.16,20.48,0.05,"Ruprecht_101.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 102","nan",183.3875,-62.71667,2.0,95.0,68.0,-4.41,3.57,-0.65,2.05,-0.35,27.0,-1.77,24.48,5.19,18.19,0.15,"Ruprecht_102.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 104","nan",186.22083,-60.43333,3.0,131.0,84.0,-2.31,3.11,-2.25,3.41,-0.14,47.0,-4.15,12.81,-0.23,15.16,0.09,"Ruprecht_104.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 105","nan",188.55833,-61.56667,7.0,675.0,511.0,-1.53,3.24,-0.68,2.23,0.04,164.0,-4.2,16.77,-2.45,19.94,0.02,"Ruprecht_105.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 107","nan",199.94167,-64.95,2.5,196.0,138.0,-3.58,4.78,-3.35,3.08,0.23,58.0,0.31,26.25,-4.43,25.08,0.18,"Ruprecht_107.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 108","nan",203.04584,-58.46667,6.0,512.0,324.0,-8.31,4.04,-2.52,3.93,0.15,188.0,-6.51,20.84,-6.85,19.85,0.12,"Ruprecht_108.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 11","nan",106.8375,-20.8,3.5,92.0,64.0,-0.71,2.23,2.0,3.62,-0.35,28.0,-8.05,8.72,2.12,11.87,-0.21,"Ruprecht_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 110","nan",211.35832,-67.46667,10.0,1093.0,750.0,-3.62,4.41,-5.02,3.45,0.24,343.0,-4.57,14.96,-5.4,16.24,0.12,"Ruprecht_110.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 111","nan",218.97501,-59.96667,4.5,325.0,243.0,-5.12,1.59,-6.17,1.86,-0.01,82.0,-6.83,22.99,-4.58,26.11,0.16,"Ruprecht_111.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 112","nan",224.20834,-62.55,6.0,591.0,427.0,-5.01,3.71,-2.72,2.67,0.12,164.0,-5.88,20.15,-1.53,19.22,-0.05,"Ruprecht_112.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 113","nan",239.2625,-59.46667,13.5,3748.0,2494.0,-5.57,4.37,-2.63,4.56,0.1,1254.0,-6.95,21.47,-3.94,22.91,0.01,"Ruprecht_113.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 114","nan",241.58334,-56.86666,8.0,1101.0,753.0,-4.53,4.36,-4.96,4.83,0.08,348.0,-5.5,23.1,-7.46,23.51,0.1,"Ruprecht_114.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 115","nan",243.21667,-52.4,3.5,250.0,172.0,-2.49,3.74,-4.8,3.11,0.01,78.0,-5.5,14.93,-3.53,26.86,-0.07,"Ruprecht_115.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 116","nan",245.83334,-52.0,3.5,401.0,201.0,-0.49,7.2,-5.68,5.67,-0.25,200.0,-5.34,25.22,-5.61,35.14,-0.04,"Ruprecht_116.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 117","nan",245.88332,-51.88334,6.0,1136.0,653.0,-1.37,4.84,-5.34,5.1,0.14,483.0,-2.09,22.59,-5.83,23.92,0.16,"Ruprecht_117.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 118","nan",246.14999,-51.96667,2.5,258.0,159.0,-0.51,5.06,-3.59,4.74,0.15,99.0,-1.58,23.67,-8.32,24.13,0.26,"Ruprecht_118.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 119","nan",247.06252,-51.5,5.0,564.0,390.0,-2.13,4.07,-3.42,4.55,0.14,174.0,-5.89,31.8,-6.22,38.54,-0.04,"Ruprecht_119.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 12","nan",106.79166,-28.2,3.5,69.0,54.0,-2.0,3.11,2.72,3.12,-0.65,15.0,13.26,10.53,-1.23,12.6,-0.4,"Ruprecht_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 120","nan",248.79167,-48.28333,2.5,98.0,79.0,-0.67,2.84,-2.77,5.07,0.1,19.0,-10.41,21.5,-10.34,19.78,-0.85,"Ruprecht_120.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 121","nan",250.42499,-46.15,5.0,414.0,290.0,-0.75,3.0,-2.38,2.97,0.06,124.0,-4.09,29.78,-0.62,30.96,-0.22,"Ruprecht_121.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 123","nan",260.85834,-37.9,7.0,545.0,449.0,-0.79,3.77,-3.15,4.63,0.17,96.0,-7.2,25.04,-7.33,27.42,0.02,"Ruprecht_123.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 125","nan",262.40833,-40.46667,11.0,3075.0,2028.0,-2.24,4.83,-3.08,5.07,0.07,1047.0,-3.46,21.86,-2.92,21.22,-0.01,"Ruprecht_125.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 126","nan",263.75418,-34.26667,3.5,180.0,123.0,-0.95,3.14,-0.11,2.99,-0.23,57.0,-3.07,27.78,4.09,22.71,-0.12,"Ruprecht_126.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 127","nan",264.46249,-36.3,3.5,160.0,111.0,0.68,2.13,-2.69,3.47,0.05,49.0,1.53,17.7,-9.57,17.72,0.03,"Ruprecht_127.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 128","nan",266.07498,-34.88334,3.5,289.0,224.0,1.03,3.04,-1.12,2.36,0.14,65.0,-0.6,24.56,-8.88,29.79,-0.02,"Ruprecht_128.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 13","nan",106.9625,-25.86972,3.25,69.0,54.0,-2.15,0.94,-0.96,0.1,-0.06,15.0,-1.11,13.19,2.37,14.2,0.63,"Ruprecht_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 130","nan",266.8833,-30.1,2.5,122.0,96.0,-0.8,1.6,-2.52,2.6,-0.47,26.0,2.83,10.71,-2.63,15.93,0.13,"Ruprecht_130.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Ruprecht 131","V",267.31668,-29.25,4.5,458.0,313.0,0.28,3.26,-2.43,3.72,0.05,145.0,-2.23,18.67,-2.65,17.87,0.04,"Ruprecht_131.dat","nan","ocl",-884.36,88.39,1.0,2.0,"ocl",267.31667,-29.25
"*","Ruprecht 133","nan",268.12082,-28.66667,3.5,410.0,300.0,1.08,3.56,-2.64,5.77,0.13,110.0,-0.68,23.38,-7.34,20.08,-0.04,"Ruprecht_133.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 134","nan",268.17917,-29.55,3.5,530.0,362.0,-1.03,5.18,-2.25,5.12,0.25,168.0,1.86,30.04,5.15,24.09,-0.21,"Ruprecht_134.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Ruprecht 135","nan",269.55002,-11.65,4.0,123.0,101.0,-2.52,2.34,-4.43,0.71,0.22,22.0,2.24,13.84,-3.92,16.97,0.19,"Ruprecht_135.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
